call_number,author,title,country,city,publisher,year,author_yivo,title_yivo,country_en,city_en,publisher_en,jerusalem,telaviv
,א. ב. ג.,אין אפריקא ראמעלט זיך!,,תל אביב,החיים. דער לעבען,1960,,,,,,1
,"סמבטיון, מ (משה אפרתי)",שפענדלעך פון א תיבה. ראמאן,,תל אביב,מפרץ,1967,,,,,,1
,"סמבטיון, מ (משה אפרתי)",שפענדלעך פון א תיבה. ראמאן,,תל אביב,מפרץ,1967,,,,,,1
,"סמיטא, שרה ב.",די פרוי אין קייטן. ראמאן,,ניו יארק,ליטעראטור,1918,,,,,,1
,"סנה, שמחה",נע ונד,,בוענאס איירעס,אונזער ווארט,1952,,,,,,1
,"סעגאל, טייבע",טייער איז די וועלט,,יאהאנעסבורג,קאיאר,1971,,,,,,1
,"סעגאל, מאיר",נאענטע ערד,,ניו יארק,א גרופע פריינט,1940,,,,,,1
,"סעגאל, קלמן",א שטעטל ביים סאן,,ווארשע,יידיש בוך,1965,,,,,,1
,"סעגאל, קלמן",אליינקייט: דערציילונגען,,ירושלים,סעגאל,1977,,,,,,1
,"סעגאל, קלמן",געזעגענונג. לידער,,ירושלים,,1979,,,,,,1
,"סעגאל, קלמן",געטרייע ליבע,,ווארשע,יידיש בוך,1960,,,,,,1
,"סעגאל, קלמן",דער טייוול אין שטעטל,,ווארשע,יידיש בוך,1967,,,,,,1
,"סעגאל, קלמן",פרילינג ביי מיין טיר,,ווארשע,יידיש בוך,1955,,,,,,1
,"סעגאל, קלמן",צו מיין נייער היים,,ווארשע,יידיש בוך,1953,,,,,,1
,"סעגאל, קלמן",צו מיין נייער היים. פאעמעס,,ווארשע,יידיש בוך,1953,,,,,,1
,"סעגאל, קלמן",שייד-וועגן,,ווארשע,יידיש בוך,,,,,,,1
,"סעגאלאוויטש, ז",א בוים פון פוילן,,בוענאס איירעס,,1945,,,,,,1
,"סעגאלאוויטש, ז",אצטער,,ניו יארק,ציקא,1948,,,,,,1
,"סעגאלאוויטש, ז",געברענטע טריט.,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1947,,,,,,1
,"סעגאלאוויטש, ז",דארטן,,פאריז,ב. צעראטא,1945,,,,,,1
,"סעגאלאוויטש, ז",דער לעצטער לאדזשער ראמאן,,בוענאס איירעס,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,1951,,,,,,1
,"סעגאלאוויטש, ז",טלאמאצקע 13,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1946,,,,,,1
,"סעגאלאוויטש, ז",לידער פון נעכטן,,ווארשע,בזשאזא פארלאג,1926,,,,,,1
,"סעגאלאוויטש, ז",מאמענטן פון דער רוסישער רעוואלוציע,,ווארשע,בזשאזא פארלאג,1926,,,,,,1
,"סעגאלאוויטש, ז",מיינע זיבן יאר אין תל אביב.,,בוענאס איירעס,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,1949,,,,,,1
,"סעגאלאוויטש, ז",קאפריזן. לידער,,ווארשע,ווארשעווער ליטאראטור פאנד,1921,,,,,,1
,"סעגעלאוויטש, ז","לידער, דערציילונגען, זכרונות",,בוענאס איירעס,ייווא,1968,,,,,,1
,"סעיקין, בנימין מ",אייער געזונט.,,ניו יארק,דר. ב. ס. בוך קאמיטעט,1959,,,,,,1
,"סעלצער, דאוויד",בעסאראבער לידער,,ניו יארק,סאראקי פארלאג,1937,,,,,,1
,"סעלצער, דוד",בילדער און געשטאלטן פון סאראקי.,,ניו יארק,וואלדהיים,1961,,,,,,1
,"סעלצער, דוד",געזאנגען,,ניו יארק,וואלדהיים,1964,,,,,,1
,"סעלצער, דוד",געזאנגען פאר שלום און פרייד.,,ניו יארק,וואלדהיים,1964,,,,,,1
,"סעלצער, דוד",די אויסגעבענקטע שעה,,ניו יארק,לאנדסלייט,1947,,,,,,1
,"סענט דזשאן, ראבערט",דוד בן-גוריון,,תל אביב,מנורה,1960,,,,,,1
,"סענטער, ב",געקליבענע שריפטן,,ניו יארק,,1955,,,,,,1
,"סענעד, יונת און אלעקסאנדער",ערד אן שאטן,,תל אביב,הוצאת פועלים,1953,,,,,,1
,"סעקלער, ה",דראמען.,,ניו יארק,נחמיה,1925,,,,,,1
,"סעקלער, ה",דראמען.,,ניו יארק,נחמיה,1927,,,,,,1
,"סעקלער, ה",דראמען.,,ניו יארק,נחמיה לין,1928,,,,,,1
,"סעקלער, ה",דראמען.,,ניו יארק,נחמיה,1925,,,,,,1
,"סערדאצקי, יענטע",געקליבענע שריפטן,,ניו יארק,היברו פאבלישלינג קא,1913,,,,,,1
,"סערוואנטס, מיגעל דע",דאן קיכאט,,בוענאס איירעס,איקוף,1950,,,,,,1
,"סערוואנטס, מיגעל דע",דאן קיכאט,,בוענאס איירעס,איקוף,1951,,,,,,1
,"ספארד, דוד",א זעגל אין ווינט,,ווארשע,יידיש בוך,1961,,,,,,1
,"ספארד, דוד",בארוועסע טריט,,ווארשע,יידיש בוך,1966,,,,,,1
,"ספארד, דוד",ברענענדיקע בלעטער,,תל אביב,המנורה,1972,,,,,,1
,"ספארד, דוד",לידער,,ווארשע,יידיש בוך,1957,,,,,,1
,"ספארד, דוד",סטודיעס און סקיצן,,ווארשע,יידיש בוך,1955,,,,,,1
,"ספארד, דוד",שפאצירן אין דער נאכט,,ווארשע,יידיש בוך,1977,,,,,,1
,"ספארד, דוד",שרייבער און ביכער,,לאדזש,יידיש בוך,1949,,,,,,1
,"ספארד, דוד",שרייבער און ביכער.,,לאדזש,יידיש בוך,1949,,,,,,1
,"ספארד, דוד (רעד)",וו. אי. לענין וועגן ליטעראטור.,,ווארשע,יידיש בוך,1951,,,,,,1
,"ספארד, דוד (רעד)","זיי האבן געליטן, זיי האבן געקעמפט.",,תל אביב,וועלט פעדעראציע פון פוילישע יידן,,,,,,,1
,"ספיר, שאול",40 יאר אין מדבר,,ניו יארק,,1934,,,,,,1
,"ספיר, שאול",אסתר המלכה,,ניו יארק,,1932,,,,,,1
,"ספיר, שאול","במב""ם. אריגינעלע היסטארישע ראמאן",,ניו יארק,,1935,,,,,,1
,"ספיר, שאול",דער בעל-תשובה,,ניו יארק,אום פאבלישינג קאמפאני,1948,,,,,,1
,"ספיר, שאול",דער פרינץ פון מצרים,,ניו יארק,,1931,,,,,,1
,"ספענסער, הערבערט",די ערשטע פרינציפן. א סיסטעם פון סינטעטישער פילאזאפיע.,,ווילנע,ייווא ביבליאטעק,1937,,,,,,1
,"ספעקטאר, מרדכי",דער יידישער מוזשיק,,בוענאס איירעס,ייווא,1963,,,,,,1
,"ספעקטאר, מרדכי",מיין לעבן. 2טער טייל,,ווארשע,אחיספר,1927,,,,,,1
,"ספרארד, דוד",י. ל. פרץ זאמלבוך צום הונדערטסטן געבוירן-טאג,,ווארשע,יידיש בוך,1951,,,,,,1
,"ספרי, שאול",שלמה מימון,,ניו יארק,בן שמש,1955,,,,,,1
,"סקאלאוו, ז",דער האקנקרייץ,,ווארשע,יידיש בוך,1954,,,,,,1
,"סקודיצקי, בנימין","פון א גאנץ לעבן. לידער, דערציילונגען, זכרונות",,מאנטעווידעא,ב. ס. קאמיטעט,1958,,,,,,1
,"סקלארין, אברהם",טויזנט און איינס וויצן און אנעקדאטן און מעשהלעך,,ניו יארק,סקלארין פאנד,1958,,,,,,1
,"עגנון, ש. י",Tsvishn alt un nay : Oysderveylte dertseylungen.,,תל אביב,ישראל בוך,1978,,,,,,1
,"עגנון, ש. י.",א פשוטע מעשה,,ניו יארק,דער קוואל,1958,,,,,,1
,"עגנון, ש. י.",יידישע ווערק,,ירושלים,העברעאישער אוניווערזיטעט,1977,,,,,,1
,"עגנון, ש. י.",יידישע ווערק.,,ירושלים,העברעישער אוניווערסיטעט,1977,,,,,,1
,"עגנון, ש. י.",שריפטן. אין 3 טייילן,,תל אביב,המנורה,1969,,,,,,1
,"עדעלבערג-ראסקין, לינא",לידער,,ניו יארק,,1958,,,,,,1
,"עדעלשטאט, דוד",עדעלשטאדט'ס שריפטן,,ניו יארק,היברו פאבלישינג קאמפאני,1911,,,,,,1
,"עדעלשטאט, דוד",שריפטן,,לאנדאן,ארבעטער פריינט,1914,,,,,,1
,"עדרי, זאב (וולאדיסלאוו באנק)",בלוט אויפן צלם.,,תל אביב,י. ל. פרץ,1973,,,,,,1
,"עובד, משה",אין זכות פון די טעג,,לאנדאן,,1946,,,,,,1
,"עובד, משה",אין חדר אריין. אין פיער זמנים,,לאנדאן,,1945,,,,,,1
,"עוואנס, ניוטאן דר אא (רעד)",דער פאמיליען-דאקטער.,,"ברוקפעלד, אילינוי",פאסיפיק פרעס פאבלישינג אסאסיעשן,1926,,,,,,1
,"עוזר, מלך","דער וועלט מייקראפאן. לידער, פאעמען",,ניו יארק,עבודת פרך פארלאג,1949,,,,,,1
,"עטינגער, משה",דערהויבענע טעג. לידער,,ירושלים,פאלאג זכור,1979,,,,,,1
,"עטינגער, שלמה","אויסגעקליבענע שריפטן. קאמעדיע, משלים, קאטאוועסלעך",,בוענאס איירעס,יוסף ליפשיץ פאנד ביים קולטור קאנגרעס אין ארג.,1957,,,,,,1
,"עטקעס, צבי",צו א ניי לעבן,,תל אביב,המנורה,1965,,,,,,1
,"עלבע, לעאן",אינגעלע רינגעלע,,ניו יארק,מתנות,1929 (1948),,,,,,1
,"עלבערג, יהודה",אויפן שפיץ פון א מאסט,,ניו יארק,שולזינגער,1945,,,,,,1
,"עלבערג, יהודה",אונטער קופערנע הימלען. דערציילונגען,,בוענאס איירעס,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,1951,,,,,,1
,"עלבערג, יהודה",אין ליימענע הייזער,,תל אביב,ישראל בוך,1985,,,,,,1
,"עלבערג, יהודה",אין ליימענע הייזער,,תל אביב,ישראל בוך,1985,,,,,,1
,"עלבערג, יהודה",מעשיות,,תל אביב,י. ל. פרץ,1980,,,,,,1
,"עלבערג, יהודה",צווישן מארגן און אוונט,,תל אביב,ישראל בוך,1987,,,,,,1
,"עלבערג, יהודה",צווישן מארגן און אוונט. ראמאן,,תל אביב,ישראל בוך,1987,,,,,,1
,"עלבערג, יהודה",צעווארפענע זאנגען. דערציילונגען,,מאנטרעאל,שולא פובליקאציע,1976,,,,,,1
,"עלבערג, יהודה",קלמן קאליקעס אימפעריע,,תל אביב,ישראל בוך,1977,,,,,,1
,"עלזעט, יהודה",אידישער וויץ און הומאר.,,מאנטרעאל,,1937,,,,,,1
,"עלטצבאכער, פאול דר",דער אנארכיזם.,,ניו יארק,,1909,,,,,,1
,"עליאשעוו, א (רעד)",פאלקס אוניווערזיטעט. וועלט געשיכטע,,ווארשע,יהודיה,1910,,,,,,1
,"עליס, בימין",ביי פארשידענע טישן. דערציילונגען,,ניו יארק,בע,1955,,,,,,1
,"עליס, בנימין",אויפן וועג צום בונקער,,ניו יארק,,1962,,,,,,1
,"עליס, בנימין",אין אזא וועלט,,שטוטגארט,,1948,,,,,,1
,"עלענד, חיה העניא",שטויב און אש,,תל אביב,המנורה,1970,,,,,,1
,"עלקין, מענדל",1. בום און דריידל. 2. קאנראדס חלום,,ניו יארק,ארבעטער רינג,1949,,,,,,1
,"עלקין, מענדל",טעאטער שפיל.,,ניו יארק,ארבעטער רינג,1949,,,,,,1
,"עלקין, מענדל","מענדל עלקין, צו זיין 60 יאריקן געבוירנטאג",,ניו יארק,יוביליי קאמיטעט,1937,,,,,,1
,"עלקין, מענדל",פאר פרעמדע זינד. ראמאן,,ווילנע-ני,פארלאג מנחם,1944,,,,,,1
,"עמיאט, י",בענקשאפט,,ווארשע,יידיש בוך,1957,,,,,,1
,"עמיאט, ישראל",איידער דו לעשט מיך אויס,,ניו יארק,,1966,,,,,,1
,"עמיאט, ישראל",אין מיטעלע יארן,,ניו יארק,יידישער קאמיוניטי קאנסיל,1963,,,,,,1
,"עמיאט, ישראל",אין ניגון איינגעהערט,,ניו יארק,ציקא,1961,,,,,,1
,"עמיאט, ישראל",דער ביראבידזשאנער ענין.,,ניו יארק,שלמה באגאראד,1960,,,,,,1
,"עמיאט, ישראל",פארדעקטע שפיגלען,,בוענאס איירעס,צענטראל-פארבאנד פון פוילישע יידן אין ארגענטינע,1962,,,,,,1
,"עמיאט, ישראל",צוליב די צען אומשולדיקע,,ניו יארק,,1969,,,,,,1
,"עמיר-פינקערפעלד, אנדא",איינס. פאעמע,,תל אביב,י. ל. פרץ,1982,,,,,,1
,"ענגעלס, פרידריך",דיא פאמיליע. אמאל און היינט.,,ניו יארק,פארווערטס. די וועלט,1918 (1928),,,,,,1
,"ענגעלס, פרידריך",לודוויג פייערבאד.,,ניו יארק,איקוף,1943,,,,,,1
,"ענגעלשטערן, לייזער",אין געטאס און וועלדער.,,הקיבוץ המאוחד,הוצאת הקיבוץ המאוחד.,1971,,,,,,1
,"ענגעלשטערן, לייזער",מיט די וועגן פון דער שארית הפליטה,,תל אביב,איגוד יוצאי ווילנא בישראל,1976,,,,,,1
,"ענטין, י. (רעד)",אידישע פאעטן. האנדבוך פון אידישער דיכטונג,,ניו יארק,פאלקשול ארגאניזאציע,1927,,,,,,1
,"ענטין, יואל",די זיילען פון דער נייער יידישער ליטעראטור,,ניו יארק,יידיש נאציאנאלען ארבעטער פארבאנד,1923,,,,,,1
,"ענטין, יואל",פון פאלקסמויל. יידישע מעשהלעך,,ניו יארק,היברו פאבלישינג קא,1919,,,,,,1
,"ענטין, יואל - עלבע, לעאן (רעד)",פון אידישן קוואל. א אידיש לעהר-בוך און חרעסטאמאטיע,,ניו יארק,מאקס מייזעל,1916,,,,,,1
,"עסעלין, אלטער",אונטער דער לאסט. לידער,,שיקאגא,טשעשינסקי,1936,,,,,,1
,"עסעלין, אלטער",לידער פון א מדברניק,,מיקוואקי,,1954,,,,,,1
,"עפעלבוים, ב",שיידוועג,,פילאדעלפיע,קדימה,1935,,,,,,1
,"עפראן, משה",צווישן שאטנס,,ניו יארק,דורך א גרופע פריינט,1945,,,,,,1
,"עפרויקין, י",א חשבון הנפש,,פאריז,צעראטא,1948,,,,,,1
,"עפרויקין, י",אין חלום און אויף דער וואר.,,ניו יארק,אויפן שיידוועג,1945,,,,,,1
,"עפרויקין, י",קדושה און גבורה ביי יידן אמאל און היינט,,ניו יארק,אויפן שיידוועג,1949,,,,,,1
,"עפשטיין, ב",אונטער די שאטנס פון האמבורג,,בוענאס איירעס,,1936,,,,,,1
,"עפשטיין, ב",דורך דעם גרינעם טויער,,תל אביב,י. ל. פרץ,1962,,,,,,1
,"עפשטיין, ב",די זון איז פארגאנגען אין דרום,,תל אביב,י. ל. פרץ,1968,,,,,,1
,"עפשטיין, ב",זאנגען אויפן ווינט,,תל אביב,י. ל. פרץ,1961,,,,,,1
,"עפשטיין, ב.",וועלט אין פלאמען. פאעמע,,בוענאס איירעס,,1937,,,,,,1
,"עפשטיין, מלך",די געשיכטע פון ארבעטער קלאס אין אמעריקע.,,ניו יארק,אינט. ארבעט ארדן,1935,,,,,,1
,"עפשטיין, שכנא",אינ'ם לאנד פון דער סאציאלער רעוואלוציע. בארג אראפ.,,ניו יארק,פרייהייט פארלאג,1928,,,,,,1
,"ערדבערג, אסקאר",כינעזישע נאוועלן.,,קיעוו-כארקאוו,מלוכע פארלאג,1933,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד.,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד.,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",זכרונות לבית דוד.,,ניו יארק,,1924,,,,,,1
,"ערדבערג, ש",מרדכי עמנואל נח.טרוימען פון גאולה אין אמעריקע,,ני-בא,,1953,,,,,,1
,"ערדבערג-שאטאן, מירל",ניט פון קיין פרייד,,מאנטרעאל,,1950,,,,,,1
,"ערלבערג, יהודה",צווישן מארגן און אוונט,,תל אביב,ישראל בוך,1987,,,,,,1
,"ערליך, יוסף",אויף אייגנס,,תל אביב,המנורה,1982,,,,,,1
,"ערליך, יוסף",אויפן ראנד פון מדבר,,תל אביב,המנורה,1977,,,,,,1
,"ערליך, יוסף",ביי זיך,,תל אביב,המנורה,1982,,,,,,1
,"ערליך, יוסף",דאס שטעטל,,תל אביב,המנורה,1982,,,,,,1
,"ערליך, יוסף",דויער. לידער,,תל אביב,המנורה,1978,,,,,,1
,"ערליך, יוסף",דער אנהייב,,תל אביב,המנורה,1982,,,,,,1
,"ערליך, יוסף",דער רייכער דלפון,,תל אביב,ישראל בוך,1984,,,,,,1
,"ערליך, יוסף",טאל און בארג,,תל אביב,המנורה,1982,,,,,,1
,"ערליך, יוסף",טריט אין געסל,,תל אביב,י. ל. פרץ,1972,,,,,,1
,"ערליך, פנחס",יידיש. פארן פערטן און פינפטן לערניאר,,בוענאס איירעס,ש. סגל,1958,,,,,,1
,"ערענבורג, איליא",דער שטורעם,,מאנטעווידעא,אונזער פריינט,1949,,,,,,1
,"ערענבורג, איליא",כוליא כורעניטא,,ווארשע,קולטור ליגע,1926,,,,,,1
,"ערקעס, ב",פראנטן,,קיעוו,דער עמעס,1932,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאגט, י. ג.",וועלטגעשיכטע.,,ניו יארק,היברו פאבלישינג קא,1918,,,,,,1
,"פאדעמבערג, נתן",שאפער און בויער. עסייען וועגן שרייבער און ביכער,,ניו יארק,איקוף,1964,,,,,,1
,"פאדריאטשיק, אליעזר",אין היכל פון ווארט.,,תל אביב,י. ל. פרץ,1991,,,,,,1
,"פאדריאטשיק, אליעזר",אין פראפיל פון צייטן,,תל אביב,י. ל. פרץ,1978,,,,,,1
,"פאדריאטשיק, אליעזר",בילדער פון דער יידישער ליטעראטור,,תל אביב,ה. לייוויק פארלאג,1987,,,,,,1
,"פאדריאטשיק, אליעזר",שמועסן מיט אנדערע און מיט זיך,,תל אביב,ה. לייוויק פארלאג,1984,,,,,,1
,"פאדריאטשיק, אליעזר",שמועסן מיט אנדערע און מיט זיך. זכרונות און רעיונות.,,תל אביב,ה. לייוויק,1984,,,,,,1
,"פאו, עדגאר עלען",די ווערק פון עדגאר עלען פאו. עסייען און לידער,,ניו יארק,אידיש,1919,,,,,,1
,"פאוסטאווסקי, קאנסטאנטין",קאלכידע,,ווארשע,ליטערארישע בלעטער,1937,,,,,,1
,"פאזי, אריה",יוסף. א דראמע,,שיקאגא,צעשינסקי פארלאג,1939,,,,,,1
,"פאזניאק, חנן",אזוי האבן מיר געזונגען.,,תל אביב,י. ל. פרץ,1974,,,,,,1
,"פאזנער, רפאל",א מענטש אין וועג,,ניו יארק,איקוף,1954,,,,,,1
,"פאזנער, רפאל",היים און וועלט,,ניו יארק,איקוף,1966,,,,,,1
,"פאט, יעקב",אש און פייער,,ניו יארק,ציקא,1946,,,,,,1
,"פאט, יעקב",בונדיסטן,,ווארשע,קולטור-ליגע/די וועלט,,,,,,,1
,"פאט, יעקב",די לערערין אסתר,,בוענאס איירעס,יידבוך,1956,,,,,,1
,"פאט, יעקב",הענעך. א יידיש קינד וואס איז ארויס פון געטא,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1948,,,,,,1
,"פאט, יעקב",חנהקע,,בוענאס איירעס,יידבוך,1964,,,,,,1
,"פאט, יעקב",שמועסן מיט יידישע שרייבער,,ניו יארק,מחבר.,1954,,,,,,1
,"פאט, יעקב ET AL (רעד)",אלמאנאך יידיש,,ניו יארק,אלטוועלטלעכער יידישער קולטור קאנגרעס,1961,,,,,,1
,"פאט, עמנואל",אין געראנגל. יעקב פאט און זיין דור,,ניו יארק,י. פ. פאמיליע פאנד,1979,,,,,,1
,"פאט, עמנואל דר",הארץ-קראנקייטן,,תל אביב,המנורה,1966,,,,,,1
,"פאט, עמנואל, דר",בריוו קיין מדינת ישראל,,תל אביב,פון לעבנספראגן,1955,,,,,,1
,"פאטאי, רפאל (רעד)",Herzl Year Book,,ניו יארק,HERZL PRESS,1960,,,,,,1
,"פאטאי, רפאל (רעד)",Herzl Year Book. Essays in Zionist History and Thought,,ניו יארק,HERZL PRESS,1963,,,,,,1
,"פאטאי, רפאל (רעד)",Herzl Year Book. Essays in Zionist History and Thought,,ניו יארק,HERZL PRESS,1958,,,,,,1
,"פאטאס, ריקודה",אין געסעלעך פון ירושלים,,תל אביב,ישראל בוך,1968,,,,,,1
,"פאטאש, ריקודה",לידער,,ישראל,זשורנאליסטן פאריין,1977,,,,,,1
,"פאטאש, ריקודה",מולד איבער תמנע,,ירושלים,הוצאת ספרי תרשיש,1960,,,,,,1
,"פאטאש, ריקודה",פון קדרון-טאל. לידער,,לאנדאן,משה עובד,1952,,,,,,1
,"פאטאשקין, אברהם",אורלויב אין טאטרען,,ווארשע,הוטנער פארלאג,1938,,,,,,1
,"פאטער, יששכר",יידישע מוזיק און אירע פראבלעמען,,תל אביב,י. ל. פרץ,1985,,,,,,1
,"פאטער, יששכר",יידישע מוזיק אין פוילן צווישן ביידע וועלט-מלחמות,,תל אביב,וועלט-פעדעראציע פאר פוילישע יידן,1970,,,,,,1
,"פאיוק, מ. ש.",צו דיר,,בוענאס איירעס,,1966,,,,,,1
,"פאלא, י",וועגן אלצדינג,,בוענאס איירעס,קיום,1967,,,,,,1
,"פאלאטניק, פיניע",אויסגעקליבענע שריפטן,,בוענאס איירעס,,1975,,,,,,1
,"פאלאטניק, ראזע",געקליבענע דערציילונגען,,ריא דע זשאנעירא,BIBLOS,1966,,,,,,1
,"פאליאנקער, הערשל",דער בעקער פון קאלאמייע,,מאסקווע,סאוועטסקי פיסאטעל,1971,,,,,,1
,"פאליאקאוו, ל.",די געלע לאטע.,,פאריז,צענטער,1952,,,,,,1
,"פאליאקעוויטש, שמחה",א טאג אין טרעבלינקע. כראניק פון א יידיש לעבן,,בוענאס איירעס,צענטראל פארבאנד פון פוילישע יידן אין ארגענטינע,1948,,,,,,1
,"פאליאקעוויטש, שמחה",אין א פרעמדער הויט.,,תל אביב,י. ל. פרץ,1961,,,,,,1
,"פאליאקעוויטש, שמחה",אין שאטן פון טרעבלינקע,,תל אביב,ארגון יוצאי סאקאלאוו-פאדעלסקי,1957,,,,,,1
,"פאליאקעוויטש, שמחה",טעג אן ליכט,,תל אביב,י. ל. פרץ,1963,,,,,,1
,"פאלעוואי, באריס",גאנג.,,בוענאס איירעס,היימלאנד,1953,,,,,,1
,"פאלעוואי, באריס",גאנג.,,בוענאס איירעס,היימלאנד,1953,,,,,,1
,"פאלעווסקי, ר - ל. דימענט",לייענבוך פארן 3טן קלאס,,ווארשע,PANTWOWE,1959,,,,,,1
,"פאמאראמץ-הערשפעלד, פעסי",רויטער טוי,,שיקאגא,ל. מ. שטיין,1939,,,,,,1
,"פאמאראנץ, גרשון",געשטעלטן פון מיין דור,,תל אביב,י. ל. פרץ,1971,,,,,,1
,"פאמאראנץ-האניגבוים, פעסיע",פון אלע מיינע לידער,,חיפה,,1969,,,,,,1
,"פאמעראנץ, א",קאווקאז,,ניו יארק,,1943,,,,,,1
,"פאמעראנץ, גערשון",געשטאלטן פון מיין דור.,,תל אביב,י. ל. פרץ,1971,,,,,,1
,"פאמעראנץ, ישראל חיים",משיח מאטיווין אין דער אמעריקאנער יידישער פאעזיע,,חיפה,פארלאג חיפה,1966,,,,,,1
,"פאמעראנץ, נ",פראקטישער אדעאליזם.,,ניו יארק,אידישער קעמפער,1943,,,,,,1
,"פאנער, י - פרענקעל, א",נייע יידישע דיכטונג,,יאס,י. ל. פרץ יידישער קולטור קרייז,1947,,,,,,1
,"פאנער, יצחק",אין אייגענעם האפן,,תל אביב,י. ל. פרץ,1970,,,,,,1
,"פאנער, יצחק",זון און שאטן.,,תל אביב,י. ל. פרץ,1964,,,,,,1
,"פאנער, יצחק",זון און שאטן. ישראל מאטיוון,,תל אביב,י. ל. פרץ,1964,,,,,,1
,"פאנער, יצחק",זון און שאטן. ישראל מאטיוון.,,תל אביב,י. ל. פרץ,1964,,,,,,1
,"פאנער, יצחק",שטריכן צום פארטרעט פון איציק מאנגער,,תל אביב,המנורה,1976,,,,,,1
,"פאנער, יצחק",שלום אש און זיין לעצטער היים,,תל אביב,י. ל. פרץ,1958,,,,,,1
,"פאנקראטאווא, א. מ.",געשיכטע פון פססר,,מאסקווע,דער עמעס,1941,,,,,,1
,"פאסאמניק, וואלף",מיינע לידער,,ניו יארק,ציקא,1970,,,,,,1
,"פאסט, האווארד",ספארטאקוס,,בוענאס איירעס,,1955,,,,,,1
,"פאסטערנאק, באריס",דאקטאר זשיוואגא,,תל אביב,המנורה,1959,,,,,,1
,"פאסטערנאק, באריס",דאקטאר זשיוואגא,,תל אביב,המנורה,1959,,,,,,1
,"פאסטערנאק, באריס",דאקטאר זשיוואגא. ראמאן,,תל אביב,המנורה,1959,,,,,,1
,"פאסטערנאק, באריס",דאקטאר זשיוואגא. ראמאן,,תל אביב,המנורה,1959,,,,,,1
,"פאסירשטיין, אברהם",נגונים ראנגלען זיך לידער,,ניו יארק,אויפסניי,1954,,,,,,1
,"פאפיערניקאוו, י",אונוווקס,,תל אביב,אייגנס,1938,,,,,,1
,"פאפיערניקאוו, י",אונטער שווארצע הימלען,,תל אביב,אייגנס,1944,,,,,,1
,"פאפיערניקאוו, י",איבערבלייב. 1918-1925,,תל אביב,אליין,1949,,,,,,1
,"פאפיערניקאוו, י",די 24סטע שעה. לידער,,תל אביב,אייגנס,1935,,,,,,1
,"פאפיערניקאוו, י",היימוויי,,תל אביב,אליין,1916,,,,,,1
,"פאפיערניקאוו, י",פאר מיר און פאר אלע,,תל אביב,אייגנס,1936,,,,,,1
,"פאפיערניקאוו, י",פון ערשטן שניט,,תל אביב,אליין,1946,,,,,,1
,"פאפיערניקאוו, יוסף",אין ליכט פון פארגאנג. לידער,,תל אביב,המנורה,1969,,,,,,1
,"פאפיערניקאוו, יוסף",באנייונג. לידער,,תל אביב,י. ל. פרץ,1985,,,,,,1
,"פאפיערניקאוו, יוסף",די גרינע ראסע,,תל אביב,דויער,1983,,,,,,1
